true_id,true_label,pred_id,pred_label,count
337,train_station-platform,320,subway_station-platform,116
69,burial_chamber,85,catacomb,114
279,rainforest,150,forest-broadleaf,114
303,shower,45,bathroom,113
10,aqueduct,347,viaduct,113
179,hospital_room,346,veterinarians_office,113
237,museum-outdoor,213,library-outdoor,112
203,kitchen,358,wet_bar,111
229,moat-water,78,canal-natural,110
188,ice_skating_rink-indoor,189,ice_skating_rink-outdoor,110
187,ice_shelf,186,ice_floe,110
342,underwater-ocean_deep,9,aquarium,110
125,downtown,307,skyscraper,110
172,hardware_store,321,supermarket,109
272,porch,33,balcony-interior,107
245,office_building,307,skyscraper,107
178,hospital,256,parking_garage-outdoor,106
138,farm,140,field-cultivated,105
232,mountain,350,volcano,104
87,chalet,304,ski_resort,104
237,museum-outdoor,108,courthouse,104
211,legislative_chamber,210,lecture_room,104
94,cliff,97,coast,103
235,movie_theater-indoor,177,home_theater,102
8,apartment_building-outdoor,132,embassy,102
353,water_park,7,amusement_park,102
175,highway,118,desert_road,102
313,stadium-football,312,stadium-baseball,102
336,train_interior,1,airplane_cabin,101
89,childs_room,240,nursery,101
309,snowfield,305,ski_slope,101
0,airfield,293,runway,101
344,valley,233,mountain_path,100
171,harbor,247,oilrig,100
60,bookstore,212,library-indoor,100
130,elevator_lobby,129,elevator-door,99
315,stage-indoor,250,orchestra_pit,99
29,auto_showroom,156,garage-indoor,99
183,house,296,schoolhouse,99
101,conference_center,210,lecture_room,99
212,library-indoor,60,bookstore,99
223,market-outdoor,47,bazaar-outdoor,98
124,dorm_room,363,youth_hostel,98
182,hotel_room,51,bedchamber,97
314,stadium-soccer,24,athletic_field-outdoor,97
149,football_field,24,athletic_field-outdoor,96
107,cottage,296,schoolhouse,96
89,childs_room,269,playroom,96
74,cabin-outdoor,184,hunting_lodge-outdoor,95
329,television_studio,250,orchestra_pit,95
4,alley,227,medina,95
87,chalet,184,hunting_lodge-outdoor,95
91,church-outdoor,230,mosque-outdoor,94
244,office,176,home_office,94
159,gazebo-exterior,260,pavilion,94
114,delicatessen,31,bakery-shop,94
238,music_studio,250,orchestra_pit,94
261,pet_shop,335,toyshop,94
122,discotheque,315,stage-indoor,94
162,gift_shop,335,toyshop,94
70,bus_interior,336,train_interior,94
181,hotel-outdoor,132,embassy,94
281,recreation_room,6,amusement_arcade,93
153,formal_garden,333,topiary_garden,93
17,arena-rodeo,105,corral,93
353,water_park,326,swimming_pool-outdoor,92
67,building_facade,132,embassy,92
189,ice_skating_rink-outdoor,188,ice_skating_rink-indoor,92
187,ice_shelf,309,snowfield,92
184,hunting_lodge-outdoor,74,cabin-outdoor,92
152,forest_road,175,highway,91
278,railroad_track,337,train_station-platform,90
80,candy_store,335,toyshop,89
119,diner-outdoor,301,shopfront,89
91,church-outdoor,327,synagogue-outdoor,89
190,iceberg,186,ice_floe,88
103,construction_site,136,excavation,88
163,glacier,187,ice_shelf,88
142,field_road,118,desert_road,87
324,swimming_hole,110,creek,87
177,home_theater,328,television_room,87
46,bazaar-indoor,222,market-indoor,87
245,office_building,256,parking_garage-outdoor,86
333,topiary_garden,153,formal_garden,86
119,diner-outdoor,161,general_store-outdoor,86
71,bus_station-indoor,144,fire_station,86
254,park,265,picnic_area,86
128,drugstore,262,pharmacy,85
24,athletic_field-outdoor,149,football_field,85
91,church-outdoor,108,courthouse,85
114,delicatessen,267,pizzeria,84
315,stage-indoor,122,discotheque,84
202,kindergarden_classroom,269,playroom,84
359,wheat_field,104,corn_field,84
57,boardwalk,273,promenade,84
170,hangar-outdoor,216,loading_dock,83
85,catacomb,167,grotto,83
243,ocean,357,wave,83
31,bakery-shop,267,pizzeria,83
31,bakery-shop,114,delicatessen,83
340,trench,13,archaelogical_excavation,83
299,shed,74,cabin-outdoor,83
108,courthouse,213,library-outdoor,82
178,hospital,132,embassy,82
232,mountain,233,mountain_path,82
223,market-outdoor,53,beer_garden,82
38,banquet_hall,120,dining_hall,82
39,bar,322,sushi_bar,82
155,galley,203,kitchen,81
115,department_store,321,supermarket,81
107,cottage,242,oast_house,81
209,lawn,164,golf_course,80
50,beauty_salon,346,veterinarians_office,80
101,conference_center,235,movie_theater-indoor,80
142,field_road,175,highway,80
262,pharmacy,128,drugstore,79
176,home_office,100,computer_room,79
72,butchers_shop,31,bakery-shop,79
62,botanical_garden,147,florist_shop-indoor,79
92,classroom,202,kindergarden_classroom,79
104,corn_field,140,field-cultivated,79
132,embassy,108,courthouse,79
20,art_school,202,kindergarden_classroom,78
24,athletic_field-outdoor,310,soccer_field,78
315,stage-indoor,16,arena-performance,78
107,cottage,74,cabin-outdoor,78
357,wave,48,beach,78
328,television_room,215,living_room,78
358,wet_bar,203,kitchen,78
30,badlands,117,desert-vegetation,77
13,archaelogical_excavation,340,trench,77
271,pond,145,fishpond,77
3,alcove,69,burial_chamber,77
235,movie_theater-indoor,27,auditorium,77
162,gift_shop,160,general_store-indoor,77
75,cafeteria,120,dining_hall,77
220,mansion,108,courthouse,77
17,arena-rodeo,68,bullring,77
72,butchers_shop,114,delicatessen,76
224,marsh,323,swamp,76
19,art_gallery,22,artists_loft,76
101,conference_center,27,auditorium,76
261,pet_shop,346,veterinarians_office,76
161,general_store-outdoor,301,shopfront,76
107,cottage,184,hunting_lodge-outdoor,76
133,engine_room,28,auto_factory,76
85,catacomb,69,burial_chamber,75
0,airfield,174,heliport,75
134,entrance_hall,90,church-indoor,75
308,slum,206,landfill,75
68,bullring,17,arena-rodeo,75
78,canal-natural,59,boathouse,75
282,repair_shop,133,engine_room,75
163,glacier,309,snowfield,75
216,loading_dock,144,fire_station,74
14,archive,212,library-indoor,74
305,ski_slope,234,mountain_snowy,74
197,japanese_garden,153,formal_garden,74
363,youth_hostel,182,hotel_room,74
326,swimming_pool-outdoor,353,water_park,74
343,utility_room,208,laundromat,73
323,swamp,150,forest-broadleaf,73
293,runway,207,landing_deck,73
13,archaelogical_excavation,206,landfill,73
179,hospital_room,248,operating_room,72
327,synagogue-outdoor,108,courthouse,72
81,canyon,117,desert-vegetation,72
305,ski_slope,189,ice_skating_rink-outdoor,72
12,arch,327,synagogue-outdoor,72
134,entrance_hall,317,staircase,72
194,islet,204,lagoon,72
11,arcade,25,atrium-public,72
120,dining_hall,121,dining_room,72
28,auto_factory,133,engine_room,72
14,archive,60,bookstore,72
39,bar,122,discotheque,72
75,cafeteria,38,banquet_hall,71
213,library-outdoor,132,embassy,71
187,ice_shelf,190,iceberg,71
202,kindergarden_classroom,92,classroom,71
173,hayfield,359,wheat_field,71
183,house,220,mansion,71
84,castle,200,kasbah,71
112,crosswalk,319,street,71
240,nursery,89,childs_room,71
132,embassy,327,synagogue-outdoor,70
241,nursing_home,346,veterinarians_office,70
269,playroom,89,childs_room,70
259,patio,272,porch,70
182,hotel_room,52,bedroom,70
75,cafeteria,148,food_court,70
22,artists_loft,215,living_room,69
234,mountain_snowy,163,glacier,69
108,courthouse,132,embassy,69
286,restaurant_patio,53,beer_garden,69
189,ice_skating_rink-outdoor,15,arena-hockey,69
119,diner-outdoor,286,restaurant_patio,69
266,pier,171,harbor,69
130,elevator_lobby,106,corridor,69
265,picnic_area,53,beer_garden,68
127,driveway,157,garage-outdoor,68
226,mausoleum,230,mosque-outdoor,68
93,clean_room,248,operating_room,68
243,ocean,97,coast,68
304,ski_resort,305,ski_slope,68
81,canyon,30,badlands,68
53,beer_garden,286,restaurant_patio,68
100,computer_room,176,home_office,67
262,pharmacy,301,shopfront,67
104,corn_field,349,vineyard,67
52,bedroom,363,youth_hostel,67
313,stadium-football,24,athletic_field-outdoor,67
310,soccer_field,149,football_field,67
29,auto_showroom,28,auto_factory,67
138,farm,105,corral,66
270,plaza,132,embassy,66
228,mezzanine,317,staircase,66
282,repair_shop,156,garage-indoor,66
165,greenhouse-indoor,166,greenhouse-outdoor,66
210,lecture_room,211,legislative_chamber,66
344,valley,348,village,66
185,ice_cream_parlor,31,bakery-shop,66
67,building_facade,327,synagogue-outdoor,66
363,youth_hostel,124,dorm_room,66
284,restaurant,38,banquet_hall,65
307,skyscraper,245,office_building,65
146,flea_market-indoor,223,market-outdoor,65
161,general_store-outdoor,213,library-outdoor,64
157,garage-outdoor,221,manufactured_home,64
277,raft,324,swimming_hole,64
142,field_road,152,forest_road,64
54,beer_hall,39,bar,64
25,atrium-public,302,shopping_mall-indoor,64
205,lake-natural,224,marsh,64
178,hospital,245,office_building,64
328,television_room,352,waiting_room,64
51,bedchamber,52,bedroom,64
264,physics_laboratory,133,engine_room,64
328,television_room,177,home_theater,64
233,mountain_path,117,desert-vegetation,64
232,mountain,234,mountain_snowy,64
149,football_field,312,stadium-baseball,63
27,auditorium,211,legislative_chamber,63
102,conference_room,211,legislative_chamber,63
148,food_court,115,department_store,63
305,ski_slope,304,ski_resort,63
284,restaurant,322,sushi_bar,63
97,coast,94,cliff,63
150,forest-broadleaf,36,bamboo_forest,63
290,roof_garden,345,vegetable_garden,63
132,embassy,213,library-outdoor,63
288,river,205,lake-natural,63
202,kindergarden_classroom,20,art_school,63
344,valley,117,desert-vegetation,63
359,wheat_field,141,field-wild,63
297,science_museum,239,natural_history_museum,63
340,trench,136,excavation,62
73,butte,30,badlands,62
229,moat-water,59,boathouse,62
62,botanical_garden,153,formal_garden,62
163,glacier,111,crevasse,62
175,highway,152,forest_road,62
316,stage-outdoor,16,arena-performance,62
234,mountain_snowy,350,volcano,62
8,apartment_building-outdoor,245,office_building,62
343,utility_room,203,kitchen,62
224,marsh,205,lake-natural,62
284,restaurant,120,dining_hall,62
41,barndoor,123,doorway-outdoor,62
148,food_court,75,cafeteria,61
321,supermarket,172,hardware_store,61
58,boat_deck,247,oilrig,61
62,botanical_garden,345,vegetable_garden,61
28,auto_factory,29,auto_showroom,61
140,field-cultivated,359,wheat_field,61
252,palace,230,mosque-outdoor,61
216,loading_dock,41,barndoor,61
350,volcano,306,sky,61
318,storage_room,253,pantry,61
253,pantry,95,closet,61
229,moat-water,79,canal-urban,61
328,television_room,182,hotel_room,61
32,balcony-exterior,8,apartment_building-outdoor,61
334,tower,230,mosque-outdoor,61
143,fire_escape,8,apartment_building-outdoor,60
183,house,107,cottage,60
106,corridor,11,arcade,60
127,driveway,283,residential_neighborhood,60
172,hardware_store,160,general_store-indoor,60
120,dining_hall,75,cafeteria,60
97,coast,243,ocean,60
186,ice_floe,309,snowfield,60
80,candy_store,321,supermarket,60
79,canal-urban,229,moat-water,60
209,lawn,362,yard,60
314,stadium-soccer,310,soccer_field,60
39,bar,54,beer_hall,60
314,stadium-soccer,149,football_field,60
102,conference_room,210,lecture_room,60
244,office,100,computer_room,60
140,field-cultivated,287,rice_paddy,59
201,kennel-outdoor,346,veterinarians_office,59
282,repair_shop,264,physics_laboratory,59
275,racecourse,105,corral,59
145,fishpond,197,japanese_garden,59
8,apartment_building-outdoor,32,balcony-exterior,59
105,corral,17,arena-rodeo,59
285,restaurant_kitchen,322,sushi_bar,59
245,office_building,132,embassy,59
255,parking_garage-indoor,156,garage-indoor,59
258,pasture,141,field-wild,59
357,wave,243,ocean,58
250,orchestra_pit,238,music_studio,58
256,parking_garage-outdoor,213,library-outdoor,58
248,operating_room,179,hospital_room,58
139,fastfood_restaurant,301,shopfront,58
47,bazaar-outdoor,146,flea_market-indoor,58
245,office_building,8,apartment_building-outdoor,58
215,living_room,63,bow_window-indoor,58
126,dressing_room,346,veterinarians_office,58
334,tower,108,courthouse,58
11,arcade,222,market-indoor,58
239,natural_history_museum,346,veterinarians_office,58
271,pond,324,swimming_hole,58
30,badlands,73,butte,58
236,museum-indoor,19,art_gallery,58
73,butte,81,canyon,58
361,windmill,360,wind_farm,58
309,snowfield,234,mountain_snowy,57
302,shopping_mall-indoor,11,arcade,57
37,bank_vault,129,elevator-door,57
57,boardwalk,266,pier,57
363,youth_hostel,55,berth,57
244,office,246,office_cubicles,57
163,glacier,305,ski_slope,57
186,ice_floe,190,iceberg,57
114,delicatessen,321,supermarket,57
148,food_court,222,market-indoor,57
271,pond,224,marsh,57
32,balcony-exterior,256,parking_garage-outdoor,57
217,lobby,130,elevator_lobby,57
271,pond,323,swamp,57
165,greenhouse-indoor,290,roof_garden,57
84,castle,292,ruin,57
88,chemistry_lab,56,biology_laboratory,57
355,waterfall,110,creek,56
138,farm,173,hayfield,56
67,building_facade,8,apartment_building-outdoor,56
344,valley,341,tundra,56
258,pasture,173,hayfield,56
12,arch,289,rock_arch,56
319,street,47,bazaar-outdoor,56
187,ice_shelf,163,glacier,56
362,yard,209,lawn,55
20,art_school,92,classroom,55
183,house,193,inn-outdoor,55
12,arch,90,church-indoor,55
237,museum-outdoor,327,synagogue-outdoor,55
62,botanical_garden,141,field-wild,55
140,field-cultivated,349,vineyard,55
213,library-outdoor,108,courthouse,55
259,patio,286,restaurant_patio,55
67,building_facade,213,library-outdoor,55
216,loading_dock,170,hangar-outdoor,55
192,industrial_area,170,hangar-outdoor,55
289,rock_arch,73,butte,55
21,art_studio,20,art_school,55
150,forest-broadleaf,279,rainforest,55
352,waiting_room,328,television_room,55
260,pavilion,184,hunting_lodge-outdoor,54
78,canal-natural,218,lock_chamber,54
161,general_store-outdoor,119,diner-outdoor,54
172,hardware_store,262,pharmacy,54
221,manufactured_home,157,garage-outdoor,54
327,synagogue-outdoor,132,embassy,54
13,archaelogical_excavation,292,ruin,54
249,orchard,338,tree_farm,54
326,swimming_pool-outdoor,325,swimming_pool-indoor,54
358,wet_bar,280,reception,54
176,home_office,328,television_room,54
292,ruin,200,kasbah,54
87,chalet,74,cabin-outdoor,54
15,arena-hockey,188,ice_skating_rink-indoor,53
118,desert_road,117,desert-vegetation,53
182,hotel_room,328,television_room,53
181,hotel-outdoor,8,apartment_building-outdoor,53
352,waiting_room,215,living_room,53
108,courthouse,327,synagogue-outdoor,53
207,landing_deck,247,oilrig,53
3,alcove,123,doorway-outdoor,53
340,trench,206,landfill,53
146,flea_market-indoor,46,bazaar-indoor,53
299,shed,40,barn,53
318,storage_room,14,archive,53
288,river,324,swimming_hole,53
345,vegetable_garden,147,florist_shop-indoor,53
261,pet_shop,201,kennel-outdoor,53
71,bus_station-indoor,2,airport_terminal,53
205,lake-natural,323,swamp,53
100,computer_room,210,lecture_room,53
91,church-outdoor,84,castle,53
73,butte,117,desert-vegetation,52
69,burial_chamber,90,church-indoor,52
17,arena-rodeo,275,racecourse,52
311,stable,105,corral,52
245,office_building,125,downtown,52
249,orchard,150,forest-broadleaf,52
158,gas_station,144,fire_station,52
182,hotel_room,363,youth_hostel,52
163,glacier,190,iceberg,52
175,highway,142,field_road,52
178,hospital,213,library-outdoor,52
212,library-indoor,14,archive,52
220,mansion,132,embassy,52
211,legislative_chamber,27,auditorium,52
338,tree_farm,349,vineyard,52
81,canyon,73,butte,52
296,schoolhouse,40,barn,52
183,house,221,manufactured_home,51
97,coast,194,islet,51
232,mountain,117,desert-vegetation,51
156,garage-indoor,29,auto_showroom,51
132,embassy,256,parking_garage-outdoor,51
133,engine_room,98,cockpit,51
243,ocean,306,sky,51
323,swamp,224,marsh,51
252,palace,108,courthouse,51
271,pond,205,lake-natural,51
161,general_store-outdoor,144,fire_station,51
151,forest_path,279,rainforest,51
310,soccer_field,42,baseball_field,51
52,bedroom,240,nursery,51
171,harbor,266,pier,50
317,staircase,131,elevator_shaft,50
192,industrial_area,278,railroad_track,50
50,beauty_salon,168,gymnasium-indoor,50
286,restaurant_patio,119,diner-outdoor,50
207,landing_deck,0,airfield,50
273,promenade,266,pier,50
282,repair_shop,28,auto_factory,50
203,kitchen,343,utility_room,50
301,shopfront,123,doorway-outdoor,50
324,swimming_hole,277,raft,50
150,forest-broadleaf,151,forest_path,50
279,rainforest,151,forest_path,50
149,football_field,314,stadium-soccer,50
148,food_court,139,fastfood_restaurant,50
245,office_building,213,library-outdoor,49
222,market-indoor,321,supermarket,49
146,flea_market-indoor,335,toyshop,49
225,martial_arts_gym,35,ballroom,49
185,ice_cream_parlor,346,veterinarians_office,49
258,pasture,138,farm,49
299,shed,221,manufactured_home,49
246,office_cubicles,100,computer_room,49
152,forest_road,151,forest_path,49
96,clothing_store,137,fabric_store,49
77,campus,108,courthouse,49
222,market-indoor,46,bazaar-indoor,49
51,bedchamber,182,hotel_room,49
3,alcove,63,bow_window-indoor,49
125,downtown,319,street,49
130,elevator_lobby,217,lobby,49
229,moat-water,218,lock_chamber,49
205,lake-natural,324,swimming_hole,49
131,elevator_shaft,135,escalator-indoor,49
39,bar,274,pub-indoor,49
79,canal-urban,218,lock_chamber,49
226,mausoleum,327,synagogue-outdoor,49
325,swimming_pool-indoor,195,jacuzzi-indoor,49
225,martial_arts_gym,65,boxing_ring,49
179,hospital_room,241,nursing_home,49
236,museum-indoor,239,natural_history_museum,49
156,garage-indoor,255,parking_garage-indoor,48
13,archaelogical_excavation,136,excavation,48
2,airport_terminal,25,atrium-public,48
50,beauty_salon,126,dressing_room,48
193,inn-outdoor,213,library-outdoor,48
323,swamp,59,boathouse,48
119,diner-outdoor,139,fastfood_restaurant,48
223,market-outdoor,146,flea_market-indoor,48
114,delicatessen,72,butchers_shop,48
40,barn,74,cabin-outdoor,48
354,water_tower,214,lighthouse,48
140,field-cultivated,141,field-wild,48
250,orchestra_pit,315,stage-indoor,48
238,music_studio,315,stage-indoor,48
147,florist_shop-indoor,62,botanical_garden,48
10,aqueduct,292,ruin,48
345,vegetable_garden,153,formal_garden,48
228,mezzanine,302,shopping_mall-indoor,48
129,elevator-door,130,elevator_lobby,48
285,restaurant_kitchen,155,galley,48
268,playground,294,sandbox,48
7,amusement_park,83,carrousel,47
193,inn-outdoor,161,general_store-outdoor,47
160,general_store-indoor,60,bookstore,47
176,home_office,124,dorm_room,47
309,snowfield,186,ice_floe,47
233,mountain_path,341,tundra,47
77,campus,213,library-outdoor,47
171,harbor,79,canal-urban,47
252,palace,132,embassy,47
349,vineyard,249,orchard,47
49,beach_house,33,balcony-interior,47
160,general_store-indoor,172,hardware_store,47
271,pond,197,japanese_garden,47
153,formal_garden,197,japanese_garden,47
8,apartment_building-outdoor,256,parking_garage-outdoor,47
171,harbor,58,boat_deck,47
192,industrial_area,216,loading_dock,47
67,building_facade,108,courthouse,47
181,hotel-outdoor,245,office_building,47
323,swamp,205,lake-natural,47
343,utility_room,95,closet,47
279,rainforest,355,waterfall,46
238,music_studio,264,physics_laboratory,46
138,farm,40,barn,46
65,boxing_ring,225,martial_arts_gym,46
287,rice_paddy,141,field-wild,46
24,athletic_field-outdoor,314,stadium-soccer,46
252,palace,84,castle,46
191,igloo,186,ice_floe,46
334,tower,307,skyscraper,46
316,stage-outdoor,315,stage-indoor,46
303,shower,129,elevator-door,46
76,campsite,265,picnic_area,46
33,balcony-interior,272,porch,46
167,grotto,85,catacomb,46
328,television_room,176,home_office,46
327,synagogue-outdoor,213,library-outdoor,46
81,canyon,167,grotto,46
89,childs_room,51,bedchamber,45
181,hotel-outdoor,256,parking_garage-outdoor,45
138,farm,287,rice_paddy,45
40,barn,296,schoolhouse,45
363,youth_hostel,52,bedroom,45
323,swamp,324,swimming_hole,45
257,parking_lot,276,raceway,45
54,beer_hall,38,banquet_hall,45
284,restaurant,54,beer_hall,45
210,lecture_room,102,conference_room,45
266,pier,57,boardwalk,45
94,cliff,194,islet,45
75,cafeteria,54,beer_hall,45
214,lighthouse,247,oilrig,45
359,wheat_field,140,field-cultivated,45
258,pasture,105,corral,45
32,balcony-exterior,327,synagogue-outdoor,45
310,soccer_field,312,stadium-baseball,45
219,locker_room,129,elevator-door,45
97,coast,204,lagoon,45
8,apartment_building-outdoor,181,hotel-outdoor,45
349,vineyard,140,field-cultivated,45
134,entrance_hall,331,throne_room,45
59,boathouse,171,harbor,45
58,boat_deck,171,harbor,45
140,field-cultivated,104,corn_field,45
231,motel,158,gas_station,45
101,conference_center,38,banquet_hall,45
107,cottage,221,manufactured_home,45
54,beer_hall,122,discotheque,45
345,vegetable_garden,62,botanical_garden,45
209,lawn,153,formal_garden,45
224,marsh,324,swimming_hole,44
46,bazaar-indoor,146,flea_market-indoor,44
62,botanical_garden,279,rainforest,44
80,candy_store,31,bakery-shop,44
88,chemistry_lab,264,physics_laboratory,44
221,manufactured_home,283,residential_neighborhood,44
48,beach,204,lagoon,44
332,ticket_booth,123,doorway-outdoor,44
26,attic,131,elevator_shaft,44
191,igloo,305,ski_slope,44
288,river,323,swamp,44
111,crevasse,309,snowfield,44
122,discotheque,250,orchestra_pit,44
77,campus,283,residential_neighborhood,44
36,bamboo_forest,150,forest-broadleaf,44
147,florist_shop-indoor,141,field-wild,44
96,clothing_store,126,dressing_room,44
280,reception,130,elevator_lobby,44
11,arcade,46,bazaar-indoor,44
111,crevasse,187,ice_shelf,44
70,bus_interior,1,airplane_cabin,44
141,field-wild,140,field-cultivated,44
200,kasbah,292,ruin,44
302,shopping_mall-indoor,2,airport_terminal,44
47,bazaar-outdoor,223,market-outdoor,44
353,water_park,325,swimming_pool-indoor,44
92,classroom,20,art_school,43
304,ski_resort,189,ice_skating_rink-outdoor,43
157,garage-outdoor,283,residential_neighborhood,43
119,diner-outdoor,158,gas_station,43
155,galley,55,berth,43
222,market-indoor,146,flea_market-indoor,43
301,shopfront,161,general_store-outdoor,43
30,badlands,341,tundra,43
22,artists_loft,63,bow_window-indoor,43
59,boathouse,79,canal-urban,43
111,crevasse,186,ice_floe,43
118,desert_road,116,desert-sand,43
225,martial_arts_gym,44,basketball_court-indoor,43
279,rainforest,62,botanical_garden,43
301,shopfront,119,diner-outdoor,43
268,playground,351,volleyball_court-outdoor,43
91,church-outdoor,334,tower,43
32,balcony-exterior,213,library-outdoor,43
136,excavation,199,junkyard,43
210,lecture_room,27,auditorium,43
158,gas_station,231,motel,43
186,ice_floe,187,ice_shelf,43
240,nursery,269,playroom,43
127,driveway,364,zen_garden,42
339,tree_house,74,cabin-outdoor,42
110,creek,206,landfill,42
62,botanical_garden,197,japanese_garden,42
234,mountain_snowy,305,ski_slope,42
237,museum-outdoor,230,mosque-outdoor,42
74,cabin-outdoor,40,barn,42
20,art_school,19,art_gallery,42
101,conference_center,102,conference_room,42
242,oast_house,184,hunting_lodge-outdoor,42
193,inn-outdoor,132,embassy,42
248,operating_room,346,veterinarians_office,42
232,mountain,341,tundra,42
280,reception,358,wet_bar,42
55,berth,182,hotel_room,42
55,berth,363,youth_hostel,42
268,playground,7,amusement_park,42
143,fire_escape,131,elevator_shaft,42
185,ice_cream_parlor,114,delicatessen,42
111,crevasse,163,glacier,42
123,doorway-outdoor,272,porch,42
288,river,110,creek,42
314,stadium-soccer,313,stadium-football,42
217,lobby,134,entrance_hall,42
265,picnic_area,254,park,42
269,playroom,202,kindergarden_classroom,42
183,house,74,cabin-outdoor,42
138,farm,359,wheat_field,42
183,house,242,oast_house,42
258,pasture,140,field-cultivated,41
116,desert-sand,117,desert-vegetation,41
67,building_facade,32,balcony-exterior,41
220,mansion,283,residential_neighborhood,41
128,drugstore,172,hardware_store,41
296,schoolhouse,74,cabin-outdoor,41
243,ocean,194,islet,41
42,baseball_field,24,athletic_field-outdoor,41
270,plaza,319,street,41
269,playroom,240,nursery,41
173,hayfield,140,field-cultivated,41
155,galley,358,wet_bar,41
52,bedroom,124,dorm_room,41
20,art_school,346,veterinarians_office,41
275,racecourse,17,arena-rodeo,41
58,boat_deck,218,lock_chamber,41
345,vegetable_garden,165,greenhouse-indoor,41
245,office_building,181,hotel-outdoor,41
34,ball_pit,269,playroom,41
321,supermarket,222,market-indoor,41
344,valley,232,mountain,41
312,stadium-baseball,314,stadium-soccer,41
96,clothing_store,301,shopfront,41
356,watering_hole,224,marsh,41
219,locker_room,130,elevator_lobby,41
164,golf_course,24,athletic_field-outdoor,41
25,atrium-public,11,arcade,40
210,lecture_room,101,conference_center,40
321,supermarket,115,department_store,40
75,cafeteria,92,classroom,40
56,biology_laboratory,264,physics_laboratory,40
79,canal-urban,171,harbor,40
267,pizzeria,31,bakery-shop,40
180,hot_spring,350,volcano,40
204,lagoon,205,lake-natural,40
3,alcove,51,bedchamber,40
363,youth_hostel,51,bedchamber,40
196,jail_cell,85,catacomb,40
16,arena-performance,250,orchestra_pit,40
215,living_room,51,bedchamber,40
16,arena-performance,44,basketball_court-indoor,40
224,marsh,59,boathouse,40
244,office,211,legislative_chamber,40
334,tower,84,castle,40
116,desert-sand,48,beach,40
136,excavation,13,archaelogical_excavation,40
134,entrance_hall,106,corridor,40
183,house,283,residential_neighborhood,40
73,butte,350,volcano,40
249,orchard,349,vineyard,40
49,beach_house,214,lighthouse,40
348,village,206,landfill,40
311,stable,17,arena-rodeo,39
227,medina,47,bazaar-outdoor,39
47,bazaar-outdoor,46,bazaar-indoor,39
317,staircase,228,mezzanine,39
242,oast_house,40,barn,39
341,tundra,206,landfill,39
66,bridge,171,harbor,39
126,dressing_room,95,closet,39
96,clothing_store,95,closet,39
266,pier,218,lock_chamber,39
96,clothing_store,115,department_store,39
3,alcove,85,catacomb,39
107,cottage,183,house,39
242,oast_house,107,cottage,39
258,pasture,287,rice_paddy,39
257,parking_lot,112,crosswalk,39
220,mansion,193,inn-outdoor,39
110,creek,324,swimming_hole,38
304,ski_resort,87,chalet,38
338,tree_farm,249,orchard,38
183,house,184,hunting_lodge-outdoor,38
31,bakery-shop,72,butchers_shop,38
258,pasture,341,tundra,38
234,mountain_snowy,232,mountain,38
80,candy_store,160,general_store-indoor,38
241,nursing_home,179,hospital_room,38
180,hot_spring,110,creek,38
215,living_room,121,dining_room,38
178,hospital,181,hotel-outdoor,38
232,mountain,344,valley,38
242,oast_house,283,residential_neighborhood,38
